,query
41,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.844846725463865 AND ?lng < 14.909219741821287 AND ?lat > 37.619330472266824 AND ?lat < 37.65195615477212) AND  !(?lng > 14.841585159301758 AND ?lng < 14.857678413391112 AND ?lat > 37.64257773830995 AND ?lat < 37.650732950217495) AND  !(?lng > 14.84325885772705 AND ?lng < 14.859352111816406 AND ?lat > 37.64405593690739 AND ?lat < 37.652210986518355) AND  !(?lng > 14.849449396133421 AND ?lng < 14.857496023178099 AND ?lat > 37.645517115806214 AND ?lat < 37.649594672326) AND  !(?lng > 14.852469563484192 AND ?lng < 14.85649287700653 AND ?lat > 37.646328397493924 AND ?lat < 37.64836718146699) AND  !(?lng > 14.852812886238096 AND ?lng < 14.856836199760437 AND ?lat > 37.647369033806015 AND ?lat < 37.649407789213804) AND  !(?lng > 14.853853583335876 AND ?lng < 14.857876896858215 AND ?lat > 37.64823126427657 AND ?lat < 37.65026999601581) AND  %"
42,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.866132736206053 AND ?lng < 14.930505752563475 AND ?lat > 37.60369225656707 AND ?lat < 37.636324802799294) AND  !(?lng > 14.842915534973145 AND ?lng < 14.875102043151854 AND ?lat > 37.63550916371666 AND ?lat < 37.6518202441499) AND  !(?lng > 14.855146408081056 AND ?lng < 14.887332916259766 AND ?lat > 37.63482945764178 AND ?lat < 37.651140687307695) AND  !(?lng > 14.844846725463865 AND ?lng < 14.909219741821287 AND ?lat > 37.619330472266824 AND ?lat < 37.65195615477212) AND  !(?lng > 14.865102767944336 AND ?lng < 14.929475784301758 AND ?lat > 37.610763857038286 AND ?lat < 37.64339329979436) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
43,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.879393577575685 AND ?lng < 14.911580085754395 AND ?lat > 37.609200003297694 AND ?lat < 37.625516858356754) AND  !(?lng > 14.844846725463865 AND ?lng < 14.909219741821287 AND ?lat > 37.619330472266824 AND ?lat < 37.65195615477212) AND  !(?lng > 14.865102767944336 AND ?lng < 14.929475784301758 AND ?lat > 37.610763857038286 AND ?lat < 37.64339329979436) AND  !(?lng > 14.866132736206053 AND ?lng < 14.930505752563475 AND ?lat > 37.60369225656707 AND ?lat < 37.636324802799294) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
44,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.865102767944336 AND ?lng < 14.929475784301758 AND ?lat > 37.610763857038286 AND ?lat < 37.64339329979436) AND  !(?lng > 14.861036539077757 AND ?lng < 14.869083166122437 AND ?lat > 37.64312144696111 AND ?lat < 37.64719913499584) AND  !(?lng > 14.862785339355467 AND ?lng < 14.870831966400145 AND ?lat > 37.64129490994031 AND ?lat < 37.645372698241616) AND  !(?lng > 14.842915534973145 AND ?lng < 14.875102043151854 AND ?lat > 37.63550916371666 AND ?lat < 37.6518202441499) AND  !(?lng > 14.855146408081056 AND ?lng < 14.887332916259766 AND ?lat > 37.63482945764178 AND ?lat < 37.651140687307695) AND  !(?lng > 14.843087196350098 AND ?lng < 14.875273704528807 AND ?lat > 37.63941735298609 AND ?lat < 37.65572757531336) AND  !(?lng > 14.806308746337892 AND ?lng < 14.870681762695314 AND ?lat > 37.64087862312599 AND ?lat < 37.67349484401166) AND  %2"
45,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.86621856689453 AND ?lng < 14.930591583251951 AND ?lat > 37.603828255224045 AND ?lat < 37.636460741775934) AND  !(?lng > 14.842915534973145 AND ?lng < 14.875102043151854 AND ?lat > 37.63550916371666 AND ?lat < 37.6518202441499) AND  !(?lng > 14.855146408081056 AND ?lng < 14.887332916259766 AND ?lat > 37.63482945764178 AND ?lat < 37.651140687307695) AND  !(?lng > 14.844846725463865 AND ?lng < 14.909219741821287 AND ?lat > 37.619330472266824 AND ?lat < 37.65195615477212) AND  !(?lng > 14.865102767944336 AND ?lng < 14.929475784301758 AND ?lat > 37.610763857038286 AND ?lat < 37.64339329979436) AND  !(?lng > 14.866132736206053 AND ?lng < 14.930505752563475 AND ?lat > 37.60369225656707 AND ?lat < 37.636324802799294) AND  !(?lng > 14.879393577575685 AND ?lng < 14.911580085754395 AND ?lat > 37.609200003297694 AND ?lat < 37.625516858356754) AND %"
46,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.839954376220703 AND ?lng < 14.968700408935547 AND ?lat > 37.59328762229768 AND ?lat < 37.65854752136167) AND  !(?lng > 14.841585159301758 AND ?lng < 14.857678413391112 AND ?lat > 37.64257773830995 AND ?lat < 37.650732950217495) AND  !(?lng > 14.84325885772705 AND ?lng < 14.859352111816406 AND ?lat > 37.64405593690739 AND ?lat < 37.652210986518355) AND  !(?lng > 14.849449396133421 AND ?lng < 14.857496023178099 AND ?lat > 37.645517115806214 AND ?lat < 37.649594672326) AND  !(?lng > 14.852469563484192 AND ?lng < 14.85649287700653 AND ?lat > 37.646328397493924 AND ?lat < 37.64836718146699) AND  !(?lng > 14.852812886238096 AND ?lng < 14.856836199760437 AND ?lat > 37.647369033806015 AND ?lat < 37.649407789213804) AND  !(?lng > 14.853853583335876 AND ?lng < 14.857876896858215 AND ?lat > 37.64823126427657 AND ?lat < 37.65026999601581) AND  %2"
47,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.86621856689453 AND ?lng < 14.994964599609373 AND ?lat > 37.579140426627504 AND ?lat < 37.64441273905835) AND  !(?lng > 14.86250638961792 AND ?lng < 14.870553016662598 AND ?lat > 37.644302300480476 AND ?lat < 37.64837992369084) AND  !(?lng > 14.861036539077757 AND ?lng < 14.869083166122437 AND ?lat > 37.64312144696111 AND ?lat < 37.64719913499584) AND  !(?lng > 14.862785339355467 AND ?lng < 14.870831966400145 AND ?lat > 37.64129490994031 AND ?lat < 37.645372698241616) AND  !(?lng > 14.842915534973145 AND ?lng < 14.875102043151854 AND ?lat > 37.63550916371666 AND ?lat < 37.6518202441499) AND  !(?lng > 14.855146408081056 AND ?lng < 14.887332916259766 AND ?lat > 37.63482945764178 AND ?lat < 37.651140687307695) AND  !(?lng > 14.843087196350098 AND ?lng < 14.875273704528807 AND ?lat > 37.63941735298609 AND ?lat < 37.65572757531336) AND  !"
48,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.904670715332031 AND ?lng < 15.033416748046875 AND ?lat > 37.56145265126772 AND ?lat < 37.62674047813384) AND  !(?lng > 14.844846725463865 AND ?lng < 14.909219741821287 AND ?lat > 37.619330472266824 AND ?lat < 37.65195615477212) AND  !(?lng > 14.865102767944336 AND ?lng < 14.929475784301758 AND ?lat > 37.610763857038286 AND ?lat < 37.64339329979436) AND  !(?lng > 14.866132736206053 AND ?lng < 14.930505752563475 AND ?lat > 37.60369225656707 AND ?lat < 37.636324802799294) AND  !(?lng > 14.879393577575685 AND ?lng < 14.911580085754395 AND ?lat > 37.609200003297694 AND ?lat < 37.625516858356754) AND  !(?lng > 14.86621856689453 AND ?lng < 14.930591583251951 AND ?lat > 37.603828255224045 AND ?lat < 37.636460741775934) AND  !(?lng > 14.839954376220703 AND ?lng < 14.968700408935547 AND ?lat > 37.59328762229768 AND ?lat < 37.65854752136167) AND %"
49,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.878406524658205 AND ?lng < 15.007152557373049 AND ?lat > 37.543352349756034 AND ?lat < 37.60865604646256) AND  !(?lng > 14.866132736206053 AND ?lng < 14.930505752563475 AND ?lat > 37.60369225656707 AND ?lat < 37.636324802799294) AND  !(?lng > 14.86621856689453 AND ?lng < 14.930591583251951 AND ?lat > 37.603828255224045 AND ?lat < 37.636460741775934) AND  !(?lng > 14.839954376220703 AND ?lng < 14.968700408935547 AND ?lat > 37.59328762229768 AND ?lat < 37.65854752136167) AND  !(?lng > 14.86621856689453 AND ?lng < 14.994964599609373 AND ?lat > 37.579140426627504 AND ?lat < 37.64441273905835) AND  !(?lng > 14.904670715332031 AND ?lng < 15.033416748046875 AND ?lat > 37.56145265126772 AND ?lat < 37.62674047813384) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
50,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.925613403320312 AND ?lng < 15.054359436035156 AND ?lat > 37.558186756506366 AND ?lat < 37.62347744729925) AND  !(?lng > 14.865102767944336 AND ?lng < 14.929475784301758 AND ?lat > 37.610763857038286 AND ?lat < 37.64339329979436) AND  !(?lng > 14.866132736206053 AND ?lng < 14.930505752563475 AND ?lat > 37.60369225656707 AND ?lat < 37.636324802799294) AND  !(?lng > 14.86621856689453 AND ?lng < 14.930591583251951 AND ?lat > 37.603828255224045 AND ?lat < 37.636460741775934) AND  !(?lng > 14.839954376220703 AND ?lng < 14.968700408935547 AND ?lat > 37.59328762229768 AND ?lat < 37.65854752136167) AND  !(?lng > 14.86621856689453 AND ?lng < 14.994964599609373 AND ?lat > 37.579140426627504 AND ?lat < 37.64441273905835) AND  !(?lng > 14.904670715332031 AND ?lng < 15.033416748046875 AND ?lat > 37.56145265126772 AND ?lat < 37.62674047813384) AND  "
51,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.869995117187498 AND ?lng < 14.998741149902342 AND ?lat > 37.59219947193739 AND ?lat < 37.657460325933044) AND  !(?lng > 14.86250638961792 AND ?lng < 14.870553016662598 AND ?lat > 37.644302300480476 AND ?lat < 37.64837992369084) AND  !(?lng > 14.862785339355467 AND ?lng < 14.870831966400145 AND ?lat > 37.64129490994031 AND ?lat < 37.645372698241616) AND  !(?lng > 14.842915534973145 AND ?lng < 14.875102043151854 AND ?lat > 37.63550916371666 AND ?lat < 37.6518202441499) AND  !(?lng > 14.855146408081056 AND ?lng < 14.887332916259766 AND ?lat > 37.63482945764178 AND ?lat < 37.651140687307695) AND  !(?lng > 14.843087196350098 AND ?lng < 14.875273704528807 AND ?lat > 37.63941735298609 AND ?lat < 37.65572757531336) AND  !(?lng > 14.806308746337892 AND ?lng < 14.870681762695314 AND ?lat > 37.64087862312599 AND ?lat < 37.67349484401166) AND  %2"
52,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.938316345214842 AND ?lng < 15.067062377929686 AND ?lat > 37.56907251565509 AND ?lat < 37.6343536596899) AND  !(?lng > 14.839954376220703 AND ?lng < 14.968700408935547 AND ?lat > 37.59328762229768 AND ?lat < 37.65854752136167) AND  !(?lng > 14.86621856689453 AND ?lng < 14.994964599609373 AND ?lat > 37.579140426627504 AND ?lat < 37.64441273905835) AND  !(?lng > 14.904670715332031 AND ?lng < 15.033416748046875 AND ?lat > 37.56145265126772 AND ?lat < 37.62674047813384) AND  !(?lng > 14.878406524658205 AND ?lng < 15.007152557373049 AND ?lat > 37.543352349756034 AND ?lat < 37.60865604646256) AND  !(?lng > 14.925613403320312 AND ?lng < 15.054359436035156 AND ?lat > 37.558186756506366 AND ?lat < 37.62347744729925) AND  !(?lng > 14.869995117187498 AND ?lng < 14.998741149902342 AND ?lat > 37.59219947193739 AND ?lat < 37.657460325933044) AND  LA"
53,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.97591018676758 AND ?lng < 15.104656219482424 AND ?lat > 37.57437874648737 AND ?lat < 37.63965523613027) AND  !(?lng > 14.86621856689453 AND ?lng < 14.994964599609373 AND ?lat > 37.579140426627504 AND ?lat < 37.64441273905835) AND  !(?lng > 14.904670715332031 AND ?lng < 15.033416748046875 AND ?lat > 37.56145265126772 AND ?lat < 37.62674047813384) AND  !(?lng > 14.878406524658205 AND ?lng < 15.007152557373049 AND ?lat > 37.543352349756034 AND ?lat < 37.60865604646256) AND  !(?lng > 14.925613403320312 AND ?lng < 15.054359436035156 AND ?lat > 37.558186756506366 AND ?lat < 37.62347744729925) AND  !(?lng > 14.869995117187498 AND ?lng < 14.998741149902342 AND ?lat > 37.59219947193739 AND ?lat < 37.657460325933044) AND  !(?lng > 14.938316345214842 AND ?lng < 15.067062377929686 AND ?lat > 37.56907251565509 AND ?lat < 37.6343536596899) AND  LAN"
54,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.996509552001953 AND ?lng < 15.060882568359375 AND ?lat > 37.58505809039081 AND ?lat < 37.617698812122356) AND  !(?lng > 14.904670715332031 AND ?lng < 15.033416748046875 AND ?lat > 37.56145265126772 AND ?lat < 37.62674047813384) AND  !(?lng > 14.878406524658205 AND ?lng < 15.007152557373049 AND ?lat > 37.543352349756034 AND ?lat < 37.60865604646256) AND  !(?lng > 14.925613403320312 AND ?lng < 15.054359436035156 AND ?lat > 37.558186756506366 AND ?lat < 37.62347744729925) AND  !(?lng > 14.869995117187498 AND ?lng < 14.998741149902342 AND ?lat > 37.59219947193739 AND ?lat < 37.657460325933044) AND  !(?lng > 14.938316345214842 AND ?lng < 15.067062377929686 AND ?lat > 37.56907251565509 AND ?lat < 37.6343536596899) AND  !(?lng > 14.97591018676758 AND ?lng < 15.104656219482424 AND ?lat > 37.57437874648737 AND ?lat < 37.63965523613027) AND  LA"
55,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.988012313842773 AND ?lng < 15.052385330200195 AND ?lat > 37.56703155697848 AND ?lat < 37.599680184335035) AND  !(?lng > 14.86621856689453 AND ?lng < 14.994964599609373 AND ?lat > 37.579140426627504 AND ?lat < 37.64441273905835) AND  !(?lng > 14.904670715332031 AND ?lng < 15.033416748046875 AND ?lat > 37.56145265126772 AND ?lat < 37.62674047813384) AND  !(?lng > 14.878406524658205 AND ?lng < 15.007152557373049 AND ?lat > 37.543352349756034 AND ?lat < 37.60865604646256) AND  !(?lng > 14.925613403320312 AND ?lng < 15.054359436035156 AND ?lat > 37.558186756506366 AND ?lat < 37.62347744729925) AND  !(?lng > 14.869995117187498 AND ?lng < 14.998741149902342 AND ?lat > 37.59219947193739 AND ?lat < 37.657460325933044) AND  !(?lng > 14.938316345214842 AND ?lng < 15.067062377929686 AND ?lat > 37.56907251565509 AND ?lat < 37.6343536596899) AND  %"
56,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.985437393188475 AND ?lng < 15.049810409545897 AND ?lat > 37.58090897312511 AND ?lat < 37.613551514758576) AND  !(?lng > 14.86621856689453 AND ?lng < 14.994964599609373 AND ?lat > 37.579140426627504 AND ?lat < 37.64441273905835) AND  !(?lng > 14.904670715332031 AND ?lng < 15.033416748046875 AND ?lat > 37.56145265126772 AND ?lat < 37.62674047813384) AND  !(?lng > 14.878406524658205 AND ?lng < 15.007152557373049 AND ?lat > 37.543352349756034 AND ?lat < 37.60865604646256) AND  !(?lng > 14.925613403320312 AND ?lng < 15.054359436035156 AND ?lat > 37.558186756506366 AND ?lat < 37.62347744729925) AND  !(?lng > 14.869995117187498 AND ?lng < 14.998741149902342 AND ?lat > 37.59219947193739 AND ?lat < 37.657460325933044) AND  !(?lng > 14.938316345214842 AND ?lng < 15.067062377929686 AND ?lat > 37.56907251565509 AND ?lat < 37.6343536596899) AND  %"
57,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.994020462036133 AND ?lng < 15.058393478393555 AND ?lat > 37.554444409438474 AND ?lat < 37.5870985550357) AND  !(?lng > 14.86621856689453 AND ?lng < 14.994964599609373 AND ?lat > 37.579140426627504 AND ?lat < 37.64441273905835) AND  !(?lng > 14.904670715332031 AND ?lng < 15.033416748046875 AND ?lat > 37.56145265126772 AND ?lat < 37.62674047813384) AND  !(?lng > 14.878406524658205 AND ?lng < 15.007152557373049 AND ?lat > 37.543352349756034 AND ?lat < 37.60865604646256) AND  !(?lng > 14.925613403320312 AND ?lng < 15.054359436035156 AND ?lat > 37.558186756506366 AND ?lat < 37.62347744729925) AND  !(?lng > 14.938316345214842 AND ?lng < 15.067062377929686 AND ?lat > 37.56907251565509 AND ?lat < 37.6343536596899) AND  !(?lng > 14.97591018676758 AND ?lng < 15.104656219482424 AND ?lat > 37.57437874648737 AND ?lat < 37.63965523613027) AND  !%"
58,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.988870620727537 AND ?lng < 15.05324363708496 AND ?lat > 37.53790779023825 AND ?lat < 37.57056918314185) AND  !(?lng > 14.904670715332031 AND ?lng < 15.033416748046875 AND ?lat > 37.56145265126772 AND ?lat < 37.62674047813384) AND  !(?lng > 14.878406524658205 AND ?lng < 15.007152557373049 AND ?lat > 37.543352349756034 AND ?lat < 37.60865604646256) AND  !(?lng > 14.925613403320312 AND ?lng < 15.054359436035156 AND ?lat > 37.558186756506366 AND ?lat < 37.62347744729925) AND  !(?lng > 14.938316345214842 AND ?lng < 15.067062377929686 AND ?lat > 37.56907251565509 AND ?lat < 37.6343536596899) AND  !(?lng > 14.988012313842773 AND ?lng < 15.052385330200195 AND ?lat > 37.56703155697848 AND ?lat < 37.599680184335035) AND  !(?lng > 14.994020462036133 AND ?lng < 15.058393478393555 AND ?lat > 37.554444409438474 AND ?lat < 37.5870985550357) AND  LAN"
59,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.987411499023436 AND ?lng < 15.051784515380858 AND ?lat > 37.51585325878542 AND ?lat < 37.54852431303352) AND  !(?lng > 14.878406524658205 AND ?lng < 15.007152557373049 AND ?lat > 37.543352349756034 AND ?lat < 37.60865604646256) AND  !(?lng > 14.988870620727537 AND ?lng < 15.05324363708496 AND ?lat > 37.53790779023825 AND ?lat < 37.57056918314185) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
