,query
78,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 8.978748321533203 AND ?lng < 9.034538269042968 AND ?lat > 39.26116749167898 AND ?lat < 39.293059145788725) AND  !(?lng > 9.017200469970703 AND ?lng < 9.128780364990234 AND ?lat > 39.241959057157814 AND ?lat < 39.30574532850959) AND  !(?lng > 9.033422470092773 AND ?lng < 9.089212417602539 AND ?lat > 39.2567812539812 AND ?lat < 39.28867490421312) AND  !(?lng > 9.028100967407226 AND ?lng < 9.083890914916992 AND ?lat > 39.24980258296657 AND ?lat < 39.281699408719746) AND  !(?lng > 9.017372131347656 AND ?lng < 9.073162078857421 AND ?lat > 39.25398986892349 AND ?lat < 39.28588478938274) AND  !(?lng > 9.015140533447265 AND ?lng < 9.070930480957031 AND ?lat > 39.25724647401957 AND ?lat < 39.28913991254447) AND  !(?lng > 9.00604248046875 AND ?lng < 9.061832427978515 AND ?lat > 39.26588571369717 AND ?lat < 39.29777522039433) AND  LANG(?label%2"
79,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 8.976774215698242 AND ?lng < 9.032564163208006 AND ?lat > 39.25033431567789 AND ?lat < 39.28223089949212) AND  !(?lng > 9.017200469970703 AND ?lng < 9.128780364990234 AND ?lat > 39.241959057157814 AND ?lat < 39.30574532850959) AND  !(?lng > 9.028100967407226 AND ?lng < 9.083890914916992 AND ?lat > 39.24980258296657 AND ?lat < 39.281699408719746) AND  !(?lng > 9.017372131347656 AND ?lng < 9.073162078857421 AND ?lat > 39.25398986892349 AND ?lat < 39.28588478938274) AND  !(?lng > 9.015140533447265 AND ?lng < 9.070930480957031 AND ?lat > 39.25724647401957 AND ?lat < 39.28913991254447) AND  !(?lng > 9.00604248046875 AND ?lng < 9.061832427978515 AND ?lat > 39.26588571369717 AND ?lat < 39.29777522039433) AND  !(?lng > 8.978748321533203 AND ?lng < 9.034538269042968 AND ?lat > 39.26116749167898 AND ?lat < 39.293059145788725) AND  LANG(?label%"
80,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 8.985099792480468 AND ?lng < 9.040889739990234 AND ?lat > 39.2492708462234 AND ?lat < 39.281167913914636) AND  !(?lng > 9.017200469970703 AND ?lng < 9.128780364990234 AND ?lat > 39.241959057157814 AND ?lat < 39.30574532850959) AND  !(?lng > 9.033422470092773 AND ?lng < 9.089212417602539 AND ?lat > 39.2567812539812 AND ?lat < 39.28867490421312) AND  !(?lng > 9.028100967407226 AND ?lng < 9.083890914916992 AND ?lat > 39.24980258296657 AND ?lat < 39.281699408719746) AND  !(?lng > 9.017372131347656 AND ?lng < 9.073162078857421 AND ?lat > 39.25398986892349 AND ?lat < 39.28588478938274) AND  !(?lng > 9.015140533447265 AND ?lng < 9.070930480957031 AND ?lat > 39.25724647401957 AND ?lat < 39.28913991254447) AND  !(?lng > 9.00604248046875 AND ?lng < 9.061832427978515 AND ?lat > 39.26588571369717 AND ?lat < 39.29777522039433) AND  !(?lng >"
81,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.065759181976318 AND ?lng < 9.07970666885376 AND ?lat > 39.275121876673836 AND ?lat < 39.28309456339605) AND  LANG(?label)='it' AND LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
82,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.067540168762207 AND ?lng < 9.081487655639648 AND ?lat > 39.27184949055431 AND ?lat < 39.27982254966586) AND  !(?lng > 9.065759181976318 AND ?lng < 9.07970666885376 AND ?lat > 39.275121876673836 AND ?lat < 39.28309456339605) AND  LANG(?label)='it' AND LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
83,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.063055515289306 AND ?lng < 9.077003002166748 AND ?lat > 39.27271328244737 AND ?lat < 39.28068624326411) AND  !(?lng > 9.065759181976318 AND ?lng < 9.07970666885376 AND ?lat > 39.275121876673836 AND ?lat < 39.28309456339605) AND  !(?lng > 9.067540168762207 AND ?lng < 9.081487655639648 AND ?lat > 39.27184949055431 AND ?lat < 39.27982254966586) AND  LANG(?label)='it' AND LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
84,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.059686660766601 AND ?lng < 9.073634147644043 AND ?lat > 39.27538764751628 AND ?lat < 39.2833603039933) AND  !(?lng > 9.065759181976318 AND ?lng < 9.07970666885376 AND ?lat > 39.275121876673836 AND ?lat < 39.28309456339605) AND  !(?lng > 9.067540168762207 AND ?lng < 9.081487655639648 AND ?lat > 39.27184949055431 AND ?lat < 39.27982254966586) AND  !(?lng > 9.063055515289306 AND ?lng < 9.077003002166748 AND ?lat > 39.27271328244737 AND ?lat < 39.28068624326411) AND  LANG(?label)='it' AND LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
85,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.056274890899658 AND ?lng < 9.0702223777771 AND ?lat > 39.27312856322105 AND ?lat < 39.28110147678044) AND  !(?lng > 9.065759181976318 AND ?lng < 9.07970666885376 AND ?lat > 39.275121876673836 AND ?lat < 39.28309456339605) AND  !(?lng > 9.067540168762207 AND ?lng < 9.081487655639648 AND ?lat > 39.27184949055431 AND ?lat < 39.27982254966586) AND  !(?lng > 9.063055515289306 AND ?lng < 9.077003002166748 AND ?lat > 39.27271328244737 AND ?lat < 39.28068624326411) AND  !(?lng > 9.059686660766601 AND ?lng < 9.073634147644043 AND ?lat > 39.27538764751628 AND ?lat < 39.2833603039933) AND  LANG(?label)='it' AND LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
86,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.049108028411865 AND ?lng < 9.063055515289306 AND ?lat > 39.27130130940683 AND ?lat < 39.27927443089751) AND  !(?lng > 9.063055515289306 AND ?lng < 9.077003002166748 AND ?lat > 39.27271328244737 AND ?lat < 39.28068624326411) AND  !(?lng > 9.059686660766601 AND ?lng < 9.073634147644043 AND ?lat > 39.27538764751628 AND ?lat < 39.2833603039933) AND  !(?lng > 9.056274890899658 AND ?lng < 9.0702223777771 AND ?lat > 39.27312856322105 AND ?lat < 39.28110147678044) AND  LANG(?label)='it' AND LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
87,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.047927856445312 AND ?lng < 9.061875343322754 AND ?lat > 39.26600200389124 AND ?lat < 39.273975728367446) AND  !(?lng > 9.056274890899658 AND ?lng < 9.0702223777771 AND ?lat > 39.27312856322105 AND ?lat < 39.28110147678044) AND  !(?lng > 9.049108028411865 AND ?lng < 9.063055515289306 AND ?lat > 39.27130130940683 AND ?lat < 39.27927443089751) AND  LANG(?label)='it' AND LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
88,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.046640396118164 AND ?lng < 9.060587882995605 AND ?lat > 39.263194372444566 AND ?lat < 39.27116841636162) AND  !(?lng > 9.047927856445312 AND ?lng < 9.061875343322754 AND ?lat > 39.26600200389124 AND ?lat < 39.273975728367446) AND  LANG(?label)='it' AND LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
89,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.042820930480957 AND ?lng < 9.056768417358398 AND ?lat > 39.263526642388356 AND ?lat < 39.2715006485021) AND  !(?lng > 9.049108028411865 AND ?lng < 9.063055515289306 AND ?lat > 39.27130130940683 AND ?lat < 39.27927443089751) AND  !(?lng > 9.047927856445312 AND ?lng < 9.061875343322754 AND ?lat > 39.26600200389124 AND ?lat < 39.273975728367446) AND  !(?lng > 9.046640396118164 AND ?lng < 9.060587882995605 AND ?lat > 39.263194372444566 AND ?lat < 39.27116841636162) AND  LANG(?label)='it' AND LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
90,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.03874397277832 AND ?lng < 9.052691459655761 AND ?lat > 39.26515474234485 AND ?lat < 39.27312856322105) AND  !(?lng > 9.049108028411865 AND ?lng < 9.063055515289306 AND ?lat > 39.27130130940683 AND ?lat < 39.27927443089751) AND  !(?lng > 9.047927856445312 AND ?lng < 9.061875343322754 AND ?lat > 39.26600200389124 AND ?lat < 39.273975728367446) AND  !(?lng > 9.046640396118164 AND ?lng < 9.060587882995605 AND ?lat > 39.263194372444566 AND ?lat < 39.27116841636162) AND  !(?lng > 9.042820930480957 AND ?lng < 9.056768417358398 AND ?lat > 39.263526642388356 AND ?lat < 39.2715006485021) AND  LANG(?label)='it' AND LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
91,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.03548240661621 AND ?lng < 9.049429893493652 AND ?lat > 39.26731440841891 AND ?lat < 39.27528798356851) AND  !(?lng > 9.049108028411865 AND ?lng < 9.063055515289306 AND ?lat > 39.27130130940683 AND ?lat < 39.27927443089751) AND  !(?lng > 9.047927856445312 AND ?lng < 9.061875343322754 AND ?lat > 39.26600200389124 AND ?lat < 39.273975728367446) AND  !(?lng > 9.046640396118164 AND ?lng < 9.060587882995605 AND ?lat > 39.263194372444566 AND ?lat < 39.27116841636162) AND  !(?lng > 9.042820930480957 AND ?lng < 9.056768417358398 AND ?lat > 39.263526642388356 AND ?lat < 39.2715006485021) AND  !(?lng > 9.03874397277832 AND ?lng < 9.052691459655761 AND ?lat > 39.26515474234485 AND ?lat < 39.27312856322105) AND  LANG(?label)='it' AND LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
92,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.032907485961914 AND ?lng < 9.046854972839355 AND ?lat > 39.266766191794886 AND ?lat < 39.274739829321604) AND  !(?lng > 9.046640396118164 AND ?lng < 9.060587882995605 AND ?lat > 39.263194372444566 AND ?lat < 39.27116841636162) AND  !(?lng > 9.042820930480957 AND ?lng < 9.056768417358398 AND ?lat > 39.263526642388356 AND ?lat < 39.2715006485021) AND  !(?lng > 9.03874397277832 AND ?lng < 9.052691459655761 AND ?lat > 39.26515474234485 AND ?lat < 39.27312856322105) AND  !(?lng > 9.03548240661621 AND ?lng < 9.049429893493652 AND ?lat > 39.26731440841891 AND ?lat < 39.27528798356851) AND  LANG(?label)='it' AND LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
93,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.031040668487547 AND ?lng < 9.04498815536499 AND ?lat > 39.26462312202754 AND ?lat < 39.2725970033897) AND  !(?lng > 9.042820930480957 AND ?lng < 9.056768417358398 AND ?lat > 39.263526642388356 AND ?lat < 39.2715006485021) AND  !(?lng > 9.03874397277832 AND ?lng < 9.052691459655761 AND ?lat > 39.26515474234485 AND ?lat < 39.27312856322105) AND  !(?lng > 9.03548240661621 AND ?lng < 9.049429893493652 AND ?lat > 39.26731440841891 AND ?lat < 39.27528798356851) AND  !(?lng > 9.032907485961914 AND ?lng < 9.046854972839355 AND ?lat > 39.266766191794886 AND ?lat < 39.274739829321604) AND  LANG(?label)='it' AND LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
94,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.027800559997558 AND ?lng < 9.041748046875 AND ?lat > 39.2608352105521 AND ?lat < 39.268809522870185) AND  !(?lng > 9.03874397277832 AND ?lng < 9.052691459655761 AND ?lat > 39.26515474234485 AND ?lat < 39.27312856322105) AND  !(?lng > 9.03548240661621 AND ?lng < 9.049429893493652 AND ?lat > 39.26731440841891 AND ?lat < 39.27528798356851) AND  !(?lng > 9.032907485961914 AND ?lng < 9.046854972839355 AND ?lat > 39.266766191794886 AND ?lat < 39.274739829321604) AND  !(?lng > 9.031040668487547 AND ?lng < 9.04498815536499 AND ?lat > 39.26462312202754 AND ?lat < 39.2725970033897) AND  LANG(?label)='it' AND LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
95,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.024968147277832 AND ?lng < 9.038915634155273 AND ?lat > 39.26274580552195 AND ?lat < 39.27071990047337) AND  !(?lng > 9.03874397277832 AND ?lng < 9.052691459655761 AND ?lat > 39.26515474234485 AND ?lat < 39.27312856322105) AND  !(?lng > 9.03548240661621 AND ?lng < 9.049429893493652 AND ?lat > 39.26731440841891 AND ?lat < 39.27528798356851) AND  !(?lng > 9.032907485961914 AND ?lng < 9.046854972839355 AND ?lat > 39.266766191794886 AND ?lat < 39.274739829321604) AND  !(?lng > 9.031040668487547 AND ?lng < 9.04498815536499 AND ?lat > 39.26462312202754 AND ?lat < 39.2725970033897) AND  !(?lng > 9.027800559997558 AND ?lng < 9.041748046875 AND ?lat > 39.2608352105521 AND ?lat < 39.268809522870185) AND  LANG(?label)='it' AND LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
96,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.019410610198972 AND ?lng < 9.033358097076416 AND ?lat > 39.26513812927099 AND ?lat < 39.273111952037354) AND  !(?lng > 9.032907485961914 AND ?lng < 9.046854972839355 AND ?lat > 39.266766191794886 AND ?lat < 39.274739829321604) AND  !(?lng > 9.031040668487547 AND ?lng < 9.04498815536499 AND ?lat > 39.26462312202754 AND ?lat < 39.2725970033897) AND  !(?lng > 9.027800559997558 AND ?lng < 9.041748046875 AND ?lat > 39.2608352105521 AND ?lat < 39.268809522870185) AND  !(?lng > 9.024968147277832 AND ?lng < 9.038915634155273 AND ?lat > 39.26274580552195 AND ?lat < 39.27071990047337) AND  LANG(?label)='it' AND LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
97,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.01803731918335 AND ?lng < 9.031984806060791 AND ?lat > 39.26648377549682 AND ?lat < 39.27445744515709) AND  !(?lng > 9.031040668487547 AND ?lng < 9.04498815536499 AND ?lat > 39.26462312202754 AND ?lat < 39.2725970033897) AND  !(?lng > 9.027800559997558 AND ?lng < 9.041748046875 AND ?lat > 39.2608352105521 AND ?lat < 39.268809522870185) AND  !(?lng > 9.024968147277832 AND ?lng < 9.038915634155273 AND ?lat > 39.26274580552195 AND ?lat < 39.27071990047337) AND  !(?lng > 9.019410610198972 AND ?lng < 9.033358097076416 AND ?lat > 39.26513812927099 AND ?lat < 39.273111952037354) AND  LANG(?label)='it' AND LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
98,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.017071723937988 AND ?lng < 9.03101921081543 AND ?lat > 39.26709844480622 AND ?lat < 39.275072044528635) AND  !(?lng > 9.027800559997558 AND ?lng < 9.041748046875 AND ?lat > 39.2608352105521 AND ?lat < 39.268809522870185) AND  !(?lng > 9.024968147277832 AND ?lng < 9.038915634155273 AND ?lat > 39.26274580552195 AND ?lat < 39.27071990047337) AND  !(?lng > 9.019410610198972 AND ?lng < 9.033358097076416 AND ?lat > 39.26513812927099 AND ?lat < 39.273111952037354) AND  !(?lng > 9.01803731918335 AND ?lng < 9.031984806060791 AND ?lat > 39.26648377549682 AND ?lat < 39.27445744515709) AND  LANG(?label)='it' AND LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
99,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.011857509613037 AND ?lng < 9.025804996490478 AND ?lat > 39.26841082880196 AND ?lat < 39.27638427919662) AND  !(?lng > 9.024968147277832 AND ?lng < 9.038915634155273 AND ?lat > 39.26274580552195 AND ?lat < 39.27071990047337) AND  !(?lng > 9.019410610198972 AND ?lng < 9.033358097076416 AND ?lat > 39.26513812927099 AND ?lat < 39.273111952037354) AND  !(?lng > 9.01803731918335 AND ?lng < 9.031984806060791 AND ?lat > 39.26648377549682 AND ?lat < 39.27445744515709) AND  !(?lng > 9.017071723937988 AND ?lng < 9.03101921081543 AND ?lat > 39.26709844480622 AND ?lat < 39.275072044528635) AND  LANG(?label)='it' AND LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
