,query,results,error
216,"select ?Guitariste
where {
   ?Guitariste dbpedia-owl:MusicalArtist
} LIMIT 100",,HTTP Error 400: Bad Request
217,"select distinct ?x
{
?x dbpedia-owl:birthPlace <http://dbpedia.org/resource/Boston>.

}Limit 100",,HTTP Error 400: Bad Request
218,"select ?Guitariste
where {
   ?Guitariste dbpedia-owl:MusicalArtist
} LIMIT 100",,HTTP Error 400: Bad Request
219,"select ?Guitariste
where {
   ?Guitariste dbpedia-owl:MusicalArtist
} LIMIT 100",,HTTP Error 400: Bad Request
220,"select distinct ?family
where{
?annimal a dbpedia-owl:Mammal.
?annimal dbpedia-owl:family ?family.
} LIMIT 100",,HTTP Error 400: Bad Request
221,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p 
where { ?p a ont:Actor . dbpedia-id:Nazisme

}
LIMIT 200",,HTTP Error 400: Bad Request
222,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p 
where { ?p a ont:Actor . dbpedia-owl:Nazisme

}
LIMIT 200",,HTTP Error 400: Bad Request
223,"select distinct ?family
where{
?annimal a dbpedia-owl:Mammal.
?annimal dbpedia-owl:family ?order.
} LIMIT 100",,HTTP Error 400: Bad Request
224,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p 
where { ?p a ont:Actor 
}
LIMIT 200",200.0,
225,"select ?Guitariste
where {
   ?Guitariste a dbpedia-owl:MusicalArtist
} LIMIT 100",,HTTP Error 400: Bad Request
226,"select distinct ?family
where{
?annimal a dbpedia-owl:Mammal.
?annimal dbpedia-owl:order ?family.
} LIMIT 100",,HTTP Error 400: Bad Request
227,"select distinct ?family
where{
?annimal a dbpedia-owl:Mammal.
?annimal dbpedia-owl:class ?family.
} LIMIT 100",,HTTP Error 400: Bad Request
228,"select distinct ?family
where{
?annimal a dbpedia-owl:Animal.
?annimal dbpedia-owl:class ?family.
} LIMIT 100",,HTTP Error 400: Bad Request
229,"select distinct ?family
where{
?annimal a dbpedia-owl:Mammal.

} LIMIT 100",,HTTP Error 400: Bad Request
230,"select distinct ?family
where{
?annimal a dbpedia-owl:Mammal.

} LIMIT 100",,HTTP Error 400: Bad Request
231,"select distinct ?annimal
where{
?annimal a dbpedia-owl:Mammal.

} LIMIT 100",,HTTP Error 400: Bad Request
232,"select distinct ?x
where{
?annimal a dbpedia-owl:Mammal.
?annimal dbpprop:subfamilia ?x.
} LIMIT 100",,HTTP Error 400: Bad Request
233,"select distinct ?x where
{
?x dbpedia-owl:birthPlace <http://dbpedia.org/resource/Boston>.
?x dbpedia-owl:abstract ?a.
filter rejex(?a,""guitarist"",""i"").
}Limit 100",,HTTP Error 400: Bad Request
234,"select distinct ?x where
{
?x dbpedia-owl:birthPlace <http://dbpedia.org/resource/Boston>.
?x dbpedia-owl:abstract ?a.
filter rejex(?a,""guitar"",""i"").
}Limit 100",,HTTP Error 400: Bad Request
235,"select distinct ?x where
{
?x dbpedia-owl:birthPlace <http://dbpedia.org/resource/Boston>.
?x dbpedia-owl:abstract ?a.
filter rejex(?a,""guitar"",""i"").
}Limit 100",,HTTP Error 400: Bad Request
236,"SELECT ?p a 
WHERE
{
?p a Owl:ObjectProperty
FILTER regex(?p, 'married')
}",,HTTP Error 400: Bad Request
237,"SELECT ?p
WHERE
{
?p a Owl:ObjectProperty
FILTER regex(?p, 'married')
}",,HTTP Error 400: Bad Request
238,"select distinct ?x where
{
?x dbpedia-owl:birthPlace <http://dbpedia.org/resource/Boston>.
?x dbpedia-owl:abstract ?a.
filter rejex(?a,""guitar"",""i"").
}Limit 100",,HTTP Error 400: Bad Request
239,"select ?Moi
where {
   ?Moi a dbpedia-owl:Person.
   ?Moi rdfs:Name ""Tangre""
} LIMIT 100",,HTTP Error 400: Bad Request
240,"select distinct ?x where
{
?x dbpedia-owl:birthPlace <http://dbpedia.org/resource/Boston>.
?x dbpedia-owl:abstract ?a.
filter regex(?a,""guitar"",""i"").
}Limit 100",,HTTP Error 400: Bad Request
241,"SELECT DISTINCT ?film_title ?film_abstract ?film_genre
WHERE {
?film_title rdf:type <http://dbpedia.org/ontology/Film> .
?film_title rdfs:comment ?film_abstract .
?film_genre <http://dbpedia.org/ontology/genre> ?film_genre .
FILTER(lang(?film_abstract) = ""en"" ).

}
LIMIT 20 
",20.0,
242,"SELECT ?p 
WHERE
{
?p a owl:ObjectProperty
FILTER regex(?p, 'married')
}",0.0,
243,"select ?Moi
where {
   ?Moi a dbpedia-owl:Person.
   ?Moi rdfs:Name ""Depp""
} LIMIT 100",,HTTP Error 400: Bad Request
244,"SELECT ?p 
WHERE
{
?p a owl:ObjectProperty
FILTER regex(?p, '*m*')
}",,HTTP Error 500: SPARQL Request Failed
245,"select distinct ?x where
{
?x dbpedia-owl:birthPlace <http://dbpedia.org/resource/Boston>.
?x dbpedia-owl:abstract ?a.
filter regex(?a,""guitar"",""i"").

}Limit 100",,HTTP Error 400: Bad Request
246,"SELECT ?p 
WHERE
{
?p a owl:ObjectProperty
FILTER regex(?p, 'm')
}",876.0,
247,"SELECT DISTINCT ?film_title ?film_abstract ?film_genre
WHERE {
?film_title rdf:type <http://dbpedia.org/ontology/Film> .
?film_title rdfs:comment ?film_abstract .
?film_genre <http://dbpedia.org/ontology/genre> ?film_genre .
FILTER(lang(?film_abstract) = ""Nazi"" ).

}
LIMIT 20 
",0.0,
248,"SELECT ?p 
WHERE
{
?p a owl:ObjectProperty
FILTER regex(?p, 'marry')
}",0.0,
249,"SELECT ?p 
WHERE
{
?p a owl:ObjectProperty
FILTER regex(?p, 'wife')
}",1.0,
250,"SELECT ?p 
WHERE
{
?p a owl:ObjectProperty
FILTER regex(?p, 'husband')
}",1.0,
251,"select ?Moi
where {
   ?Moi a dbpedia-owl:Person.
   ?Moi foaf:Name ""Depp""
} LIMIT 100",,HTTP Error 400: Bad Request
252,"SELECT ?p 
WHERE
{
?p a owl:ObjectProperty
FILTER regex(?p, 'mar')
}",11.0,
253,"select distinct ?x where
{
?x dbpedia-owl:abstract ?a.
filter regex(?a,""nazi actress"",""i"").

}Limit 100",,HTTP Error 400: Bad Request
254,"select distinct ?x where
{
?x dbpedia-owl:birthPlace <http://dbpedia.org/resource/Boston>.
?x dbpedia-owl:abstract ?a.
filter regex(?a,""guitar"",""i"").

}Limit 100",,HTTP Error 400: Bad Request
255,"select distinct ?x where
{
?x dbpedia-owl:abstract ?a.
filter regex(?a,""nazi actress"",""i"").

}Limit 100",,HTTP Error 400: Bad Request
256,"SELECT ?p 
WHERE
{
?p a owl:ObjectProperty
FILTER regex(?p, 'actrice')
}",0.0,
257,"SELECT ?p 
WHERE
{
?p a owl:ObjectProperty
FILTER regex(?p, 'actor')
}",4.0,
258,"SELECT ?p 
WHERE
{
?p a owl:ObjectProperty
FILTER regex(?p, 'nazi')
}",0.0,
259,"select distinct ?x where
{
?x dbpedia-owl:abstract ?a.
filter regex(?a,""nazi actor"",""i"").

}Limit 100",,HTTP Error 400: Bad Request
260,"select ?Moi
where {
   ?Moi a dbpedia-owl:Person.
   ?Moi foaf:name ""Depp""
} LIMIT 100",,HTTP Error 400: Bad Request
261,"SELECT DISTINCT ?film_title ?film_abstract ?film_genre
WHERE {
?film_title rdf:type <http://dbpedia.org/ontology/Actor> .
?film ont:film .
?film_genre <http://dbpedia.org/ontology/genre> ?film_genre .


}
LIMIT 20 
",,HTTP Error 400: Bad Request
262,"SELECT DISTINCT ?actor ?film  ?film_genre
WHERE {
?actor rdf:type <http://dbpedia.org/ontology/Actor> .
ont:film ?film .
<http://dbpedia.org/ontology/genre> ?film_genre .


}
LIMIT 20 
",,HTTP Error 400: Bad Request
263,"select distinct ?x where
{
?x dbpedia-owl:birthPlace <http://dbpedia.org/resource/Boston>.
?x dbpedia-owl:abstract ?a.
filter regex(?a,""guitar"",""i"").


}Limit 100",,HTTP Error 400: Bad Request
264,"SELECT DISTINCT ?actor
WHERE {
?actor a <http://dbpedia.org/resource/Actor> .


}
LIMIT 20 
",0.0,
265,"SELECT DISTINCT ?actor
WHERE {
?actor a <http://dbpedia.org/resource/> .


}
LIMIT 20 
",0.0,
266,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p 
where { ?p a pers:Actor
}
LIMIT 200",0.0,
267,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p 
where { ?p a ont:Actor
}
LIMIT 200",200.0,
268,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p ?b
where { ?p a ont:Actor. ont:catégoris ?b 
}
LIMIT 200",,HTTP Error 400: Bad Request
269,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p ?b
where { ?p a ont:Actor. ont:category ?b 
}
LIMIT 200",,HTTP Error 400: Bad Request
270,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p ?b
where { ?p a ont:Actor. dbpedia-owl:Category ?b 
}
LIMIT 200",,HTTP Error 400: Bad Request
271,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>

SELECT DISTINCT ?x
WHERE {
     ?x a dbpedia-owl:Person;
     rdfs:label ?occupation;
     prop:occupation ?guitarist;
     rdfs:label ?birthPlace.
     ?x dbpedia-owl:birthPlace dbpedia:Boston.
     FILTER regex(?guitarist, ""guitar"", ""i"").

} LIMIT 100
",,HTTP Error 400: Bad Request
272,"PREFIX ont:<http://dbpedia.org/ontology/>
SELECT DISTINCT ?actor
WHERE {
?actor a ont:Category
}
LIMIT 20 
",0.0,
273,"select distinct ?x where
{
?x dbpedia-owl:birthPlace <http://dbpedia.org/resource/Boston>.
?x dbpedia-owl:abstract ?a.
filter regex(?a,""guitar"",""i"").
?y dbpprop:name ?x
}Limit 100",,HTTP Error 400: Bad Request
274,"PREFIX ont:<http://dbpedia.org/ontology/>
SELECT DISTINCT ?actor
WHERE {
?actor a ont
}
LIMIT 20 
",,HTTP Error 400: Bad Request
275,"PREFIX ont:<http://dbpedia.org/ontology/>
SELECT DISTINCT ?actor
WHERE {
?actor a ont:type
}
LIMIT 20 
",0.0,
276,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p ?b
where { ?p a ont:Actor. dbpedia-owl:abstract ?b 
}
LIMIT 200",,HTTP Error 400: Bad Request
277,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p ?b
where { ?p a ont:Actor.?b a  dbpedia-owl:abstract  
}
LIMIT 200",,HTTP Error 400: Bad Request
278,"select distinct ?x where
{
?x dbpedia-owl:birthPlace <http://dbpedia.org/resource/Boston>.
?x dbpedia-owl:abstract ?a.
filter regex(?a,""guitar"",""i"").
filter regex(?a,""wife"",""i"").
}Limit 100",,HTTP Error 400: Bad Request
279,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p ?b
where { ?p a ont:Actor 
}
LIMIT 200",200.0,
280,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p 
where { ?p a ont:Actor 
}
LIMIT 200",200.0,
281,"select distinct ?x
where{
?x a yago:AquaticMammal.
} LIMIT 100",0.0,
282,"select distinct ?x
where{
?x a yago:AquaticMammal102062017.
} LIMIT 100",100.0,
283,"PREFIX humans: <http://www.inria.fr/2007/04/17/humans.rdfs#>
SELECT *
WHERE
{
 ?x humans:hasSpouse ?y .
 ?x rdf:type humans:Male
}
",0.0,
284,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>

SELECT DISTINCT ?x
WHERE {
     ?x a dbpedia-owl:Person;
     rdfs:label ?occupation;
     prop:occupation ?guitarist;
     rdfs:label ?birthPlace.
     ?x dbpedia-owl:birthPlace dbpedia:Boston.
     FILTER regex(?guitarist, ""guitar"", ""i"").
     ?class rdfs:subclassOf  owl:actor Nazi

} LIMIT 100
",,HTTP Error 400: Bad Request
285,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>

SELECT DISTINCT ?x
WHERE {
     ?x a dbpedia-owl:Person;
     rdfs:label ?occupation;
     prop:occupation ?guitarist;
     rdfs:label ?birthPlace.
     ?x dbpedia-owl:birthPlace dbpedia:Boston.
     FILTER regex(?guitarist, ""guitar"", ""i"").
     ?class rdfs:subclassOf  owl:actor Nazi.

} LIMIT 100
",,HTTP Error 400: Bad Request
286,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p 
where {  ?p a ont:Actor
    
    

}
LIMIT 200",200.0,
287,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>

SELECT DISTINCT ?x
WHERE {
     ?x a dbpedia-owl:Person;
     rdfs:label ?occupation;
     prop:occupation ?guitarist;
     rdfs:label ?birthPlace.
     ?x dbpedia-owl:birthPlace dbpedia:Boston.
     FILTER regex(?guitarist, ""guitar"", ""i"").
     ?class rdfs:subclassOf  owl:actor Nazi.

} LIMIT 100
",,HTTP Error 400: Bad Request
288,"select distinct ?x
where{
?x a yago:AquaticMammal102062017.
} LIMIT 100",100.0,
289,"PREFIX ont:<http://dbpedia.org/ontology/>
SELECT DISTINCT ?film
WHERE {
 ?film rdf:type <http://dbpedia.org/ontology/Film> .

}
LIMIT 20 
",20.0,
290,"PREFIX ont:<http://dbpedia.org/ontology/>
SELECT DISTINCT ?film
WHERE {
 ?film rdf:type <http://dbpedia.org/ontology/Film> 

}
LIMIT 20 
",20.0,
291,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>

SELECT DISTINCT ?x
WHERE {
     ?x a dbpedia-owl:Person;
     rdfs:label ?occupation;
     prop:occupation ?guitarist;
     rdfs:label ?birthPlace.
     ?x dbpedia-owl:birthPlace dbpedia:Boston.
     FILTER regex(?guitarist, ""guitar"", ""i"").
     ?class rdfs:subclassOf  owl:Cinema.

} LIMIT 100
",,HTTP Error 400: Bad Request
292,"select distinct ?w where {
?w a dbpediaont:Lake.
} LIMIT 100",,HTTP Error 400: Bad Request
293,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>

SELECT DISTINCT ?x
WHERE {
     ?x a dbpedia-owl:Person;
     rdfs:label ?occupation;
     prop:occupation ?guitarist;
     rdfs:label ?birthPlace.
     ?x dbpedia-owl:birthPlace dbpedia:Boston.
     FILTER regex(?guitarist, ""guitar"", ""i"").
     ?class rdfs:subclassOf  owl:Cinema Nazi.

} LIMIT 100
",,HTTP Error 400: Bad Request
294,"PREFIX ont:<http://dbpedia.org/ontology/>
SELECT DISTINCT ?film
WHERE {
 ?film rdf:type <http://dbpedia.org/ontology/Film> 

}
LIMIT 300
",300.0,
295,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>

SELECT DISTINCT ?x
WHERE {
     ?x a dbpedia-owl:Person;
     rdfs:label ?occupation;
     prop:occupation ?guitarist;
     rdfs:label ?birthPlace.
     ?x dbpedia-owl:birthPlace dbpedia:Boston.
     FILTER regex(?guitarist, ""guitar"", ""i"").
     ?class rdfs:subclassOf  owl:CinemaNazi.

} LIMIT 100
",,HTTP Error 400: Bad Request
296,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>

SELECT DISTINCT ?x
WHERE {
     ?x a dbpedia-owl:Person;
     rdfs:label ?occupation;
     prop:occupation ?guitarist;
     rdfs:label ?birthPlace.
     ?x dbpedia-owl:birthPlace dbpedia:Boston.
     FILTER regex(?guitarist, ""guitar"", ""i"").
     ?class rdfs:subclassOf  owl:CinemaNazi.
     

} LIMIT 100
",,HTTP Error 400: Bad Request
297,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p 
where {  ?p a ont:Actor . ?p  ?film rdf:type <http://dbpedia.org/ontology/Film> 
    
    

}
LIMIT 200",,HTTP Error 400: Bad Request
298,"select distinct ?y
where{
?x a dbpedia-owl:Mammal
?x dbepdia:subject ?y
} LIMIT 100",,HTTP Error 400: Bad Request
299,"select distinct ?w 
where
{
?w a dbpediaont:Lake.

} LIMIT 100",,HTTP Error 400: Bad Request
300,"select distinct ?y
where{
?x a dbpedia-owl:Mammal
?x dbepdia:subject ?y
} LIMIT 100",,HTTP Error 400: Bad Request
301,"select distinct ?w 
where
{
?w a dbpedia-ont:Lake.

} LIMIT 100",,HTTP Error 400: Bad Request
302,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p 
where {  ?p a ont:Actor . ?p ?x  ?film rdf:type <http://dbpedia.org/ontology/Film> 
    
    

}
LIMIT 200",,HTTP Error 400: Bad Request
303,"select distinct ?w 
where
{
?w a dbpedia-owl:Lake.

} LIMIT 100",,HTTP Error 400: Bad Request
304,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p 
where {  ?p a ont:Actor . ?film rdf:type <http://dbpedia.org/ontology/Film> 
    
    

}
LIMIT 200",200.0,
305,"select distinct ?y
where{
?x a dbpedia-owl:Mammal
} LIMIT 100",,HTTP Error 400: Bad Request
306,"select distinct ?x
where{
?x a dbpedia-owl:Mammal
} LIMIT 100",,HTTP Error 400: Bad Request
307,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p ?film
where {  ?p a ont:Actor . ?film rdf:type <http://dbpedia.org/ontology/Film> ?p 
    
    

}
LIMIT 200",,HTTP Error 400: Bad Request
308,"select distinct ?w 
where
{
?w a dbpedia-owl:Lake.
?w dcterms:subject ?category.

} LIMIT 100",,HTTP Error 400: Bad Request
309,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p ?film
where {  ?p a ont:Actor . ?film rdf:type <http://dbpedia.org/ontology/Film> 
    
    

}
LIMIT 200",200.0,
310,"select distinct ?x
where{
?x a dbpedia-owl:Mammal.

} LIMIT 100",,HTTP Error 400: Bad Request
311,"select distinct ?w ?mammal
where
{
?w a dbpedia-owl:Lake.
?w dcterms:subject ?category.
?mammal dcterms:subject ?category.

} LIMIT 100",,HTTP Error 400: Bad Request
312,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p ?film
where {  ?p a ont:Actor
    
    

}
LIMIT 200",200.0,
313,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p 
where {  ?p a ont:Actor
    
    

}
LIMIT 200",200.0,
314,"select distinct ?x where
{
?x dbpedia-owl:birthPlace <http://dbpedia.org/resource/Boston>.
?x dbpedia-owl:MusicalArtist .
?x dbpedia-owl:abstract ?a.
filter regex(?a,""guitar"",""i"").

}Limit 100",,HTTP Error 400: Bad Request
315,"select distinct ?x where
{
?x dbpedia-owl:birthPlace <http://dbpedia.org/resource/Boston>.

?x dbpedia-owl:abstract ?a.
filter regex(?a,""guitar"",""i"").

}Limit 100",,HTTP Error 400: Bad Request
316,"select distinct ?y
where{
?x a dbpedia-owl:Mammal.
?x dcterms:subject ?y.
} LIMIT 100",,HTTP Error 400: Bad Request
317,"select distinct ?w ?mammal
where
{
?w a dbpedia-owl:Lake.
?w dcterms:subject ?category.
?mammal dcterms:subject ?category.

} LIMIT 100",,HTTP Error 400: Bad Request
318,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>

SELECT DISTINCT ?x
WHERE {
     ?x a dbpedia-owl:Person;
     rdfs:label ?occupation;
     prop:occupation ?guitarist;
     rdfs:label ?birthPlace.
     ?x dbpedia-owl:birthPlace dbpedia:Boston.
     FILTER regex(?guitarist, ""guitar"", ""i"").
     ?class rdfs:subclassOf  owl:CinemaNazi.
     

} LIMIT 100
",,HTTP Error 400: Bad Request
319,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>

SELECT DISTINCT ?x
WHERE {
     ?x a dbpedia-owl:Person;
     rdfs:label ?occupation;
     prop:occupation ?guitarist;
     rdfs:label ?birthPlace.
     ?x dbpedia-owl:birthPlace dbpedia:Boston.
     FILTER regex(?guitarist, ""guitar"", ""i"").
     
     

} LIMIT 100
",,HTTP Error 400: Bad Request
320,"select distinct ?x where
{
?x dbpedia-owl:birthPlace <http://dbpedia.org/resource/Boston>.
?x dbpedia-owl:abstract ?a.
filter regex(?a,""guitar"").
?x dbpprop:name 
}Limit 100",,HTTP Error 400: Bad Request
321,"select distinct ?x where
{
?x dbpedia-owl:birthPlace <http://dbpedia.org/resource/Boston>.
?x dbpedia-owl:abstract ?a.
filter regex(?a,""guitar"").

}Limit 100",,HTTP Error 400: Bad Request
322,"SELECT ?person (count(DISTINCT ?spouse) as ?spouses)
where {
    ?person a yago:AmericanFilmActors .
    ?person dbpprop:spouse ?spouse .
}
ORDER BY DESC(?spouses)LIMIT 10
",,HTTP Error 400: Bad Request
323,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
PREFIX category: <http://dbpedia.org/resource/Category>

select ?p 
where {  ?p a ont:Actor .?b category:
    
    

}
LIMIT 200",,HTTP Error 400: Bad Request
324,"select distinct ?y
where{
?x a dbpedia-owl:Mammal.
?x dbpedia-owl:term ?y.
} LIMIT 100",,HTTP Error 400: Bad Request
325,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>

SELECT DISTINCT ?x
WHERE {
     ?x a dbpedia-owl:Person;
     rdfs:label ?occupation;
     prop:occupation ?guitarist;
     rdfs:label ?birthPlace.
     ?x dbpedia-owl:birthPlace dbpedia:Boston.
     FILTER regex(?guitarist, ""guitar"", ""i"").
     <http://dbpedia.org/resource/Cinema Nazi>
     
     

} LIMIT 100
",,HTTP Error 400: Bad Request
326,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>


select ?p 
where {  ?p a ont:Actor .?b dbp:Category
    
    

}
LIMIT 200",,HTTP Error 400: Bad Request
327,"select distinct ?w ?mammal
where
{
?w a dbpedia-owl:Lake.
?w dcterms:subject ?category.
?mammal dcterms:subject ?category.
?mammal dbpedia-owl:mammal.
} LIMIT 100",,HTTP Error 400: Bad Request
328,"select distinct ?w ?mammal
where
{
?w a dbpedia-owl:Lake.
?w dcterms:subject ?category.
?mammal dcterms:subject ?category.
?mammal dbpedia-owl:mammal.
} LIMIT 100",,HTTP Error 400: Bad Request
329,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>


select ?p 
where {  ?p a ont:Actor . ?b a dbp:Category
    
    

}
LIMIT 200",0.0,
330,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>


select ?p 
where {  ?p a ont:Actor .  dbp:Category ?b
    
    

}
LIMIT 200",,HTTP Error 400: Bad Request
331,"select distinct ?x where
{
?x dbpedia-owl:birthPlace <http://dbpedia.org/resource/Boston>.
?x dbpedia-owl:abstract ?a.
filter regex(?a,""guitar"").
?x dbpprop:spouse ?f
?f dbpedia-owl:abstract ?b.
filter regex(?b,""nazi"").
}Limit 100",,HTTP Error 400: Bad Request
332,"select distinct ?x where
{
?x dbpedia-owl:birthPlace <http://dbpedia.org/resource/Boston>.
?x dbpedia-owl:abstract ?a.
filter regex(?a,""guitar"").
?x dbpprop:spouse ?f
?f dbpedia-owl:abstract ?b.
filter regex(?b,""nazi"").
}Limit 100",,HTTP Error 400: Bad Request
333,"select distinct ?w ?mammal
where
{
?w a dbpedia-owl:Lake.
?w dcterms:subject ?category.
?mammal dcterms:subject ?category.
?mammal dbpedia-owl:mammal
} LIMIT 100",,HTTP Error 400: Bad Request
334,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>


select ?p 
where {  ?p a ont:Actor
    

}
LIMIT 200",200.0,
335,"select distinct ?w ?mammal
where
{
?w a dbpedia-owl:Lake.
?w dcterms:subject ?category.
?mammal dcterms:subject ?category.
?mammal dbpediaont:mammal
} LIMIT 100",,HTTP Error 400: Bad Request
